,Municipio,Latitud,Longitud,Categoria,Nombre del Lugar,Distancia (m),adress
235,Madrid,40.4167047,-3.7035825,12080,La Biblioteca del Casino,295,"Alcalá, 15"
236,Madrid,40.4167047,-3.7035825,12080,ENML Library,412,"Calle de Bailén, s/n"
237,Madrid,40.4167047,-3.7035825,12080,Archivo Diocesano Madrid,533,"De la Pasa, 3"
238,Madrid,40.4167047,-3.7035825,12080,Local Anarquista Magdalena,725,"Calle Dos Hermanas, 11"
239,Madrid,40.4167047,-3.7035825,12080,Biblioteca Centro Pedro Salinas,1236,"Glorieta de la Puerta de Toledo, 1"
240,Madrid,40.4167047,-3.7035825,12080,Biblioteca del Instituto Cervantes,774,"Calle Barquillo, 6"
241,Madrid,40.4167047,-3.7035825,12080,Biblioteca del Museo del Prado,831,"Calle Alfonso XII, 28"
242,Madrid,40.4167047,-3.7035825,12080,Biblioteca Histórica Marqués de Valdecilla,1039,"Calle Noviciado, 3"
243,Madrid,40.4167047,-3.7035825,12080,Biblioteca Municipal Mario Vargas Llosa,1174,"Calle Barceló, 2"
244,Madrid,40.4167047,-3.7035825,12080,Salón General de Lectura de la BNE,1277,"Paseo de Recoletos, 22"
245,Madrid,40.4167047,-3.7035825,12080,Biblioteca Pública Municipal Central,1377,"Calle Conde Duque, 11"
246,Madrid,40.4167047,-3.7035825,12080,Biblioteca Musical,1387,"Conde Duque, 9"
247,Madrid,40.4167047,-3.7035825,12080,Archivo de la Villa de Madrid,1388,"Calle Conde Duque, 9-11"
248,Madrid,40.4167047,-3.7035825,12080,Biblioteca Colegio de Abogados de Madrid,1403,"Serrano, 7"
249,Madrid,40.4167047,-3.7035825,12080,Sala de Lectura. Biblioteca Nacional,1522,"Paseo de Recoletos, 20"
250,Madrid,40.4167047,-3.7035825,12080,Biblioteca Historica Municipal,1526,"Calle Conde Duque, 9"
251,Madrid,40.4167047,-3.7035825,12080,Luis Barberán Peña,1653,"Calle de Linneo, 37"
252,Madrid,40.4167047,-3.7035825,12080,Biblioteca y Centro de Documentación Musical de Madrid,1654,"Calle Torregalindo, 10"
253,Madrid,40.4167047,-3.7035825,12080,Biblioteca Pública José Acuña,1680,"Calle Quintana, 9"
254,Madrid,40.4167047,-3.7035825,12080,Biblioteca Histórica Patrimonial-USPCEU,1718,"Calle Tutor, 35"
255,Madrid,40.4167047,-3.7035825,12080,Biblioteca Publica Municipal Pio Baroja,1863,"Calle Arganda, 12"
256,Madrid,40.4167047,-3.7035825,12080,Sala de Lectura Centro Cultural Galileo,1966,"Calle Galileo, 39"
257,Madrid,40.4167047,-3.7035825,12080,Biblioteca Pública José Luis Sampedro,2109,"Calle Felipe el Hermoso, 4"
258,Madrid,40.4167047,-3.7035825,12080,Fundacion Sur,2142,"Calle Gaztambide, 31"
259,Madrid,40.4167047,-3.7035825,12080,Digibis,2391,"Calle Claudio Coello, 123"
260,Madrid,40.4167047,-3.7035825,12080,Sala de Lectura Paseo de Extremadura,2420,"Paseo de Extremadura, 128"
261,Madrid,40.4167047,-3.7035825,12080,Centro Socio-Cultural Rosario Acuña,2718,"Calle María del Carmen, 65"
262,Madrid,40.4167047,-3.7035825,12080,Aecid Biblioteca Hispanica,2842,"Avenida de los Reyes Católicos, 4"
263,Madrid,40.4167047,-3.7035825,12080,Biblioteca Publica Municipal Carabanchel,2967,"Calle Hermanos del Moral, 15"
264,Madrid,40.4167047,-3.7035825,12080,Archivo del Congreso de los Diputados,112,"Calle Floridablanca, s/n"
265,Madrid,40.4167047,-3.7035825,12080,Ayuntamiento de Madrid. Biblioteca Técnica,338,"Plaza Mayor, 27"
266,Madrid,40.4167047,-3.7035825,12080,Centro de Información Bibliográfica y Documentación en Ciencias de la Salud Centro de Información Bibliográfica y Documentación en Ciencias de la Salud Biblioteca Virtual Laín Entralgo,362,"Calle Gran Vía, 27"
267,Madrid,40.4167047,-3.7035825,12080,Casa de Murcia,459,"Calle Cedaceros, 11"
268,Madrid,40.4167047,-3.7035825,12080,Centro Regional de Documentacion e Informacion Juvenil de la Comunidad de Madrid - Inforjoven,529,"Calle Gran Via, 10"
269,Madrid,40.4167047,-3.7035825,12080,Asociacion de Estudios Bonaire,620,"Plaza Cordón, 2"
270,Madrid,40.4167047,-3.7035825,12080,Centro de Documentación de la Comisión Nacional de la Competencia Centro de Documentación de la Comisión Nacional de la Competencia,743,"Calle Barquillo, 5"
271,Madrid,40.4167047,-3.7035825,12080,The Closet Club,867,"Calle Santa Ana, 8"
272,Madrid,40.4167047,-3.7035825,12080,Luis Rozalen Serrano,949,"Plaza España, 1"
273,Madrid,40.4167047,-3.7035825,12080,Biblioteca Francisco Zabalburu,1140,"Calle Marqués del Duero, 7"
274,Madrid,40.4167047,-3.7035825,12080,Biblioteca del Colegio Notarial,1168,"Calle Moreto, 9"
275,Madrid,40.4167047,-3.7035825,12080,Biblioteca de la Audiencia Nacional Biblioteca de la Audiencia Nacional,1359,"Calle García Gutiérrez, 1"
276,Madrid,40.4167047,-3.7035825,12080,Hermex Iberica,1362,"Calle Marqués de la Valdavia, 5"
277,Madrid,40.4167047,-3.7035825,12080,Biblioteca de la Universidad Pontifica de Comillas Biblioteca de la Universidad Pontifica de Comillas Biblioteca del Instituto de Postgrado y Formación Continua,1593,"Calle del Rey Francisco, 4"
278,Majadahonda,40.473055,-3.8724138,12080,Biblioteca Municipal Francisco Umbral,679,"Calle Norias, 39"
279,Majadahonda,40.473055,-3.8724138,12080,Biblioteca Obra Social Caja Madrid,448,"Plaza Cristóbal Colón, 3"
280,Majadahonda,40.473055,-3.8724138,12080,Biblioteca municipal de las Rozas,1748,"Calle Joaquin Barjola, s/n"
281,Majadahonda,40.473055,-3.8724138,12080,Biblioteca Pública Municipal José Ortega y Gasset,1772,"Juan Barjola, s/n"
282,Majadahonda,40.473055,-3.8724138,12080,Ayuntamiento de las Rozas,2234,"Carretera Escorial, s/n"
283,Majadahonda,40.473055,-3.8724138,12080,Biblioteca Municipal Concha Zardoya,31,"Calle de la Tormenta, 1"
284,Manzanares el real,40.7267632,-3.864981,12080,Biblioteca Municipal Biblioteca Municipal Marqués de Santillana,26,"Plaza del Pueblo, 6"
285,Meco,40.553746,-3.3281561,12080,Biblioteca Municipal de Meco Biblioteca Municipal de Meco,223,"Carril de las Eras, 17"
286,Mejorada del campo,40.3971785,-3.4896068,12080,Biblioteca Municipal de Mejorada del Campo,624,"Calle de la Ciudad de Atenas, 10"
287,Miraflores de la sierra,40.8137532,-3.7667236,12080,Gecesa Gestion de Centros Culturales,91,"Calle Mayor, 29"
288,Miraflores de la sierra,40.8137532,-3.7667236,12080,Biblioteca de Miraflores,96,"Calle Mayor, 29"
289,Los molinos,4.55,-74.1166667,12080,Biblioteca Pública Parque El Tunal,2851,
290,Los molinos,4.55,-74.1166667,12080,Biblioteca Pública La Victoria,2468,Calle 37 Bis B Sur # 2 - 81 Este
291,Los molinos,4.55,-74.1166667,12080,Biblioteca Pública Gabriel García Márquez,2845,"Calle 48b Sur 21-13, Bogotá, 11001000"
292,Los molinos,4.55,-74.1166667,12080,Biblioteca Pública Rafael Uribe-Bogotá,2850,Carrera 15 C 31 G-40 Sur
293,Los molinos,4.55,-74.1166667,12080,Biblioteca Publica Local La Victoria,2527,Diagonal 37 Sur 2-00 Este
294,Los molinos,4.55,-74.1166667,12080,Santa Silvia,2593,"Ciudad Bolivar, Calle 69C Sur No.17F - 41"
295,Los molinos,4.55,-74.1166667,12080,Biblioteca El Tunal,2845,"Calle 48b Sur No. 21-13, Bogotá, 11001"
296,Los molinos,4.55,-74.1166667,12080,Biblioteca Pública El Tunal,2887,Calle 48 B Sur 21-13
297,Moralzarzal,40.6791436,-3.9720985,12080,Biblioteca Municipal Casa Grande,73,"Calle Rondon, 12"
298,Moralzarzal,40.6791436,-3.9720985,12080,Biblioteca Pública Municipal,54,"Plaza de la Fragua, 2"
299,Morata de tajuna,40.2294297,-3.4366925,12080,Biblioteca Popular,127,"Calle de Manuel Mac Crohon, 1"
300,Morata de tajuna,40.2294297,-3.4366925,12080,Gecesa Gestion de Centros Culturales,147,"Calle de Manuel Mac Crohon de, 1"
301,Mostoles,40.3238525,-3.8649214,12080,Biblioteca Municipal de Móstoles,310,"Calle Canarias, 10"
302,Mostoles,40.3238525,-3.8649214,12080,Biblioteca,789,"Calle de Simón Hernández, 58"
303,Mostoles,40.3238525,-3.8649214,12080,Centro Sociocultural Joan Miró,887,"París, 5"
304,Mostoles,40.3238525,-3.8649214,12080,Biblioteca Pintor el Greco,1029,"Pintor el Greco, 17"
305,Mostoles,40.3238525,-3.8649214,12080,Biblioteca Municipal Pintor el Greco,1299,"Avenida Alcalde de Móstoles, 22"
306,Mostoles,40.3238525,-3.8649214,12080,Biblioteca Municipal Centro Caleidoscopio,1300,"Calle de Carlos V, 3"
307,Mostoles,40.3238525,-3.8649214,12080,Biblioteca Municipal el Soto,1319,"Avenida de los Deportes, 15"
308,Mostoles,40.3238525,-3.8649214,12080,Biblioteca Móstoles URJC,1727,"Calle Granada, 56"
309,Mostoles,40.3238525,-3.8649214,12080,Biblioteca del Ayuntamiento de Móstoles,290,"Calle Luis Jiménez de Asúa, 0"
310,Navacerrada,40.7287926,-4.0151676,12080,Biblioteca de Navacerrada,130,"Paseo de los Españoles, 11"
311,Navacerrada,40.7287926,-4.0151676,12080,Biblioteca Municipal de Becerril de la Sierra Biblioteca Municipal de Becerril de la Sierra,2557,"Calle Real, 4"
312,Navalcarnero,40.2877169,-4.014299,12080,Biblioteca Municipal de Navalcarnero José María Bausá,339,"Plaza las Letras, s/n"
313,Navalcarnero,40.2877169,-4.014299,12080,Biblioteca Pública Municipal Miguel de Fuenllana,149,"Calle de la Constitución, 36"
314,Parla,40.2373952,-3.7718902,12080,Biblioteca Municipal Gloria Fuertes,680,"Calle Isabel II, s/n"
315,Parla,40.2373952,-3.7718902,12080,Gecesa Gestion de Centros Culturales,806,"Avenida Juan Carlos I, 5"
316,Pozuelo de alarcon,40.4346528,-3.814834,12080,Biblioteca Miguel de Cervantes,98,"Plaza Mayor, 6"
317,Pozuelo de alarcon,40.4346528,-3.814834,12080,Biblioteca Publica Municipal Rosalia de Castro,1858,"Calle Estación, 6"
318,Pozuelo de alarcon,40.4346528,-3.814834,12080,La Lampara Tapada,2154,"Calle Gomez Tejedor, 20"
319,Rascafria,40.9038871,-3.8802853,12080,Biblioteca Municipal,307,"Calle de Modesto Ortega Lobón, 14"
320,Rivas vaciamadrid,40.3536054,-3.5310879,12080,Biblioteca Federico García Lorca,1366,"Plaza de la Constitución, 3"
321,Rivas vaciamadrid,40.3536054,-3.5310879,12080,Biblioteca Pública Municipal José Saramago,1957,"Avenida Covíbar, 10"
322,Rivas vaciamadrid,40.3536054,-3.5310879,12080,Federico García Lor,1369,Calle Constitución0 S
323,Robledo de chavela,40.5009201,-4.2380999,12080,Biblioteca Pública Municipal,18,"Plaza de España, 1"
324,Las rozas de madrid,40.4933095,-3.8758396,12080,Biblioteca Municipal Francisco Umbral,2659,"Calle Norias, 39"
325,Las rozas de madrid,40.4933095,-3.8758396,12080,Ayuntamiento de las Rozas,100,"Carretera Escorial, s/n"
326,Las rozas de madrid,40.4933095,-3.8758396,12080,Biblioteca municipal de las Rozas,767,"Calle Joaquin Barjola, s/n"
327,Las rozas de madrid,40.4933095,-3.8758396,12080,Biblioteca Pública Municipal José Ortega y Gasset,794,"Juan Barjola, s/n"
328,Las rozas de madrid,40.4933095,-3.8758396,12080,Biblioteca Obra Social Caja Madrid,2707,"Plaza Cristóbal Colón, 3"
329,Las rozas de madrid,40.4933095,-3.8758396,12080,Biblioteca Municipal Concha Zardoya,2300,"Calle de la Tormenta, 1"
330,San fernando de henares,40.4248548,-3.5350369,12080,Biblioteca Publica Municipal Rafael Alberti,128,"Calle de la Libertad, 1"
331,San fernando de henares,40.4248548,-3.5350369,12080,Biblioteca Municipal Margarita Nelken,1085,"Avenida Principes de España, s/n"
332,San fernando de henares,40.4248548,-3.5350369,12080,Biblioteca Publica Municipal la Jaramilla,2575,"Avenida de la Constitucion, 47"
333,San fernando de henares,40.4248548,-3.5350369,12080,Biblioteca,2810,"Calle de la Virgen del Mar, 1"
334,San fernando de henares,40.4248548,-3.5350369,12080,Biblioteca Obra Social Caja Madrid,2854,"Calle de la Iglesia, 13"
335,San fernando de henares,40.4248548,-3.5350369,12080,Mda Archivos,2897,"Calle Ingeniero Torres Quevedo, 16"
336,San fernando de henares,40.4248548,-3.5350369,12080,Biblioteca Pública José Luis San Pedro,1083,"Avenida de San Pablo, 0"
337,San fernando de henares,40.4248548,-3.5350369,12080,Record Storage,1108,"Calle Tierra de Barros, 4"
338,San fernando de henares,40.4248548,-3.5350369,12080,Frans Maas Spain,1377,"Passeig Catalunya, s/n"
339,San fernando de henares,40.4248548,-3.5350369,12080,Biblioteca Municipal Mario Benedetti,1554,"Avenida Somorrostro, 193 Bajo"
340,San fernando de henares,40.4248548,-3.5350369,12080,Biblioteca Municipal Biblioteca Municipal Jose Luis Sampedro,2006,"Avenida San Pablo, s/n"
341,San lorenzo de el escorial,40.5926673,-4.1471642,12080,Biblioteca Publica Municipal Manuel Andujar,222,"Calle Floridablanca, 3"
342,San lorenzo de el escorial,40.5926673,-4.1471642,12080,Biblioteca Publica Municipal Pedro Antonio de Alarcon,1072,"Calle Vista Bella, 5"
343,San lorenzo de el escorial,40.5926673,-4.1471642,12080,Biblioteca Pública Municipal del Escorial,1750,"Plaza de España, 7"
344,San lorenzo de el escorial,40.5926673,-4.1471642,12080,Ayuntamiento de el Escorial,1714,"Plaza de España, 1"
345,San martin de la vega,40.2110462,-3.5771806,12080,Biblioteca Municipal Dos de Mayo,820,"Calle del Mediodía, 2"
346,San martin de valdeiglesias,40.3625,-4.3986503,12080,Ayuntamiento de San Martin de Valdeiglesias,141,"Calle de la Fuente, 4"
347,San martin de valdeiglesias,40.3625,-4.3986503,12080,Biblioteca Municipal,141,"Calle de la Fuente, 4"
348,San sebastian de los reyes,40.5473698,-3.6260586,12080,Espacio Miguel Delibes,2670,"Avenida de la Magia, Nº 4"
349,San sebastian de los reyes,40.5473698,-3.6260586,12080,Biblioteca Municipal Plaza de la Iglesia,81,"Plaza de la Iglesia, 4"
350,San sebastian de los reyes,40.5473698,-3.6260586,12080,Biblioteca Municipal Central,692,"Baunatal, 1"
351,San sebastian de los reyes,40.5473698,-3.6260586,12080,Biblioteca,812,"Pasaje de la Viña, 3"
352,San sebastian de los reyes,40.5473698,-3.6260586,12080,Biblioteca,1121,"Avenida Maximiliano Puerro del Tell, s/n"
353,San sebastian de los reyes,40.5473698,-3.6260586,12080,Fundación Pedro Ferrándiz,1456,"Avenida Olímpica, 22"
354,San sebastian de los reyes,40.5473698,-3.6260586,12080,Normadat,1482,"Avenida Tenerife, 18"
355,San sebastian de los reyes,40.5473698,-3.6260586,12080,Biblioteca del Centro de Acogida a Refugiados Biblioteca del Centro de Acogida a Refugiados,875,"Calle de Sariñena, 7"
356,San sebastian de los reyes,40.5473698,-3.6260586,12080,Biblioteca Municipal Claudio Rodríguez,1122,"Avenida Maximiliano Puerro del Tell, s/n"
357,San sebastian de los reyes,40.5473698,-3.6260586,12080,Dip Systems,1731,"Valdepalitos, 5"
358,Serranillos del valle,40.2044509,-3.8851988,12080,Biblioteca Municipal,2956,"Plaza Fuente de la Salud, 33"
359,Sevilla la nueva,40.3475422,-4.0275268,12080,Biblioteca Municipal,85,"Plaza de Sevilla, 2"
360,Talamanca de jarama,40.7454625,-3.5127366,12080,Biblioteca Municipal,167,"Calle de la Fuente del Arca, 19"
361,Torrejon de ardoz,40.4587767,-3.4793343,12080,Biblioteca de Torrejón de Ardoz,269,"Calle Salvador Allende, 0"
362,Torrejon de ardoz,40.4587767,-3.4793343,12080,Biblioteca Pública Municipal Gabriel Celaya,631,"Ronda del Centro Cívico, 0"
363,Torrejon de ardoz,40.4587767,-3.4793343,12080,CC. las Fronteras,638,"Calle Salvador Allende, 7"
364,Torrejon de ardoz,40.4587767,-3.4793343,12080,Ayuntamiento de Torrejón de Ardoz,909,"Calle Londres, 5"
365,Torrejon de ardoz,40.4587767,-3.4793343,12080,Biblioteca Municipal Enrique Tierno Galván,1328,"Calle Mármol, 9"
366,Torrejon de ardoz,40.4587767,-3.4793343,12080,Biblioteca Municipal Federico García Lorca,1434,"Plaza del Maestro, s/n"
367,Torrejon de ardoz,40.4587767,-3.4793343,12080,Biblioteca,481,"Calle Londres, 5"
368,Torrejon de ardoz,40.4587767,-3.4793343,12080,Biblioteca Obra Social Caja Madrid,897,"Calle Lisboa, s/n"
369,Torrejon de ardoz,40.4587767,-3.4793343,12080,Gecesa Gestion de Centros Culturales,938,"Calle de Lisboa, s/n"
370,Torrejon de ardoz,40.4587767,-3.4793343,12080,Biblioteca de Torrejón de Ardoz,1328,"Calle Mármol, 11"
371,Torrejon de la calzada,40.2006804,-3.7993298,12080,Biblioteca publica municipal maria moliner,334,"Ávila, 34"
372,Torrejon de la calzada,40.2006804,-3.7993298,12080,Biblioteca Publica Municipal de Torrejon de Velasco,2498,"Plaza Hispanidad, 1"
373,Torrejon de velasco,40.1869283,-3.7769069,12080,Biblioteca publica municipal maria moliner,2184,"Ávila, 34"
374,Torrejon de velasco,40.1869283,-3.7769069,12080,Biblioteca Publica Municipal de Torrejon de Velasco,85,"Plaza Hispanidad, 1"
375,Torrelaguna,40.8277273,-3.538293,12080,Biblioteca de Torrelaguna,21,"Plaza Mayor, 1"
376,Torrelodones,40.5762809,-3.928603,12080,Biblioteca,233,"Calle Real, 32"
377,Torrelodones,40.5762809,-3.928603,12080,Organismo Autonomo de Cultura,2366,"Avenida de Rosario Manzaneque, 1"
378,Torrelodones,40.5762809,-3.928603,12080,Biblioteca Pública Municipal,183,"Calle Carlos Picabea, 0"
379,Torrelodones,40.5762809,-3.928603,12080,Biblioteca Publica Municipal Jose de Vicente Muñoz,233,"Real, 32"
380,Torres de la alameda,40.4021516,-3.360625,12080,Biblioteca Municipal de Torres de la Alameda Biblioteca Municipal de Torres de la Alameda,385,"Calle Mayor, 12"
381,Torres de la alameda,40.4021516,-3.360625,12080,Biblioteca Torres de la Alameda,441,Calle Palmeras 1 Bis
382,Tres cantos,40.6065826,-3.7065333,12080,Biblioteca,747,"Sector Descubridores, 46"
383,Tres cantos,40.6065826,-3.7065333,12080,Biblioteca Municipal Lope de Vega de Tres Cantos,849,"Avenida de los Labradores, 28"
384,Tres cantos,40.6065826,-3.7065333,12080,Biblioteca Obra Social Caja Madrid,747,"Sec. Descubridores, 46"
385,Tres cantos,40.6065826,-3.7065333,12080,Biblioteca Municipal,1085,"Plaza del Ayuntamiento, 2"
386,Valdeavero,40.6309749,-3.3329368,12080,Biblioteca,1500,"Callejon del Perro, s/n"
387,Valdemanco,40.8736636,-3.6636949,12080,Biblioteca Publica Municipal de Valdemanco,205,"Calle el Baile, 5"
388,Valdemoro,40.1888604,-3.67143,12080,Biblioteca Municipal Ana María Matute,1708,"Avenida de Hispanoamerica, s/n"
389,Valdeolmos alalpardo,40.6385429,-3.4532436,12080,Biblioteca Publica Municipal de Valdeolmos - Alalpardo,2136,"Calle Carlos Martín Álvarez, 6"
390,Valdilecha,40.2926854,-3.3002096,12080,Biblioteca Pública Municipal,396,"Plaza Generalísimo, 14"
391,Velilla de san antonio,40.367166,-3.4874435,12080,Biblioteca Publica Municipal Maria Moliner,275,"Avenida del Perú, 13"
392,Villaconejos,40.1040079,-3.4850284,12080,Biblioteca Municipal Elena Soriano,238,"Calle de Santa Ana, 1"
393,Villa del prado,40.2764752,-4.3048032,12080,Biblioteca de Villa del Prado,100,"Plaza Mayor, 13"
394,Villa del prado,40.2764752,-4.3048032,12080,Biblioteca Municipal Biblioteca Municipal,100,"Plaza Mayor, 13"
395,Villanueva de la canada,40.4472106,-4.002795,12080,Biblioteca Municipal Biblioteca Municipal Lázaro Carreter,207,"Avenida de Gaudí, 27"
396,Villanueva del pardillo,40.4949232,-3.9600065,12080,Biblioteca Municipal de Villanueva del Pardillo,721,"Calle Real, 4"
397,Villarejo de salvanes,40.1683582,-3.2738764,12080,Biblioteca Municipal Jacinto Benavente,167,"Calle de Enmedio, 7"
398,Villarejo de salvanes,40.1683582,-3.2738764,12080,Biblioteca Municipal,167,"Calle de Enmedio, 7"
399,Villaviciosa de odon,40.3573787,-3.9002334,12080,Biblioteca Municipal,364,"Avenida Príncipe de Asturias, 163"
400,La acebeda,41.0869583,-3.624399,13065,La Posada de los Vientos,36,"Calle Encerradero, 2"
401,La acebeda,41.0869583,-3.624399,13065,El Acebo,113,"Calle Puerto, 2"
402,Ajalvir,40.5342302,-3.4807818,13065,Zaino,1658,"Calle Franklin, 5"
403,Ajalvir,40.5342302,-3.4807818,13065,Tonatiuh BBQ,1943,"Calle la Fragua, 2"
404,Ajalvir,40.5342302,-3.4807818,13065,Bar Manolo,58,"Plaza de la Villa, 5"
405,Ajalvir,40.5342302,-3.4807818,13065,Jurassic Pan,148,"Carretera de Daganzo, 17"
406,Ajalvir,40.5342302,-3.4807818,13065,Bar Julio's,257,"Calle Real, 1"
407,Ajalvir,40.5342302,-3.4807818,13065,Restaurante el Timon,344,"Soria, 1"
408,Ajalvir,40.5342302,-3.4807818,13065,Be Fast Pan & Pasteles,505,"Calle Segovia, 6"
409,Ajalvir,40.5342302,-3.4807818,13065,Risi,1491,"Calle Severo Ochoa, 2"
410,Ajalvir,40.5342302,-3.4807818,13065,Telepizza,1491,"Severo Ochoa Polígono Industrial Gitesa, 1"
411,Ajalvir,40.5342302,-3.4807818,13065,21 Grados,1708,"Avenida Circunvalación, 248"
412,Ajalvir,40.5342302,-3.4807818,13065,Mamma Mia,1714,"Avenida Circunvalación, 212"
413,Ajalvir,40.5342302,-3.4807818,13065,Restaurante Rincón del Señor Castro,1899,"Avenida Cobeña, 23"
414,Ajalvir,40.5342302,-3.4807818,13065,Steak House,1954,"Carretera Ajalvir, 6"
415,Ajalvir,40.5342302,-3.4807818,13065,Cafeteria Lorca,1966,"Calle Federico García Lorca, 13"
416,Ajalvir,40.5342302,-3.4807818,13065,Restaurante los Faroles,2052,"Calle de Ajalvir, 1"
417,Ajalvir,40.5342302,-3.4807818,13065,Conservación y Restauración de Obras de Arte y Antigüedades,2112,Avenida Conde Coruña 81 C
418,Ajalvir,40.5342302,-3.4807818,13065,Cafetería O'Donnell,2156,"Calle Príncipe Felipe, 27"
